priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
416,619198,Vadodara Mumbai Expressway Phase II - Pkg XII [Km. 50.700 to Km. 77.000] Masvan - Ganjad,NHAI,Maharashtra,99.87,57.22983790858839,7.676886489266034,119.2626538987685,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619198 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
417,619197,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-27 Ch.729.700 to Ch.756.052,NHAI,Gujarat,98.9,88.14108240771196,7.048427497912664,125.0041095890407,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619197 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
418,617925,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57 including LA in the State of Odisha on EPC mode.,MoRTH,Odisha,92.0,21.391834402184262,5.362054733633925,117.88545454545438,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617925 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
419,619066,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XIV from Junction with Pathankot- Gurdaspur road NH-54 near Balsua to Junction with Hiranagar Road near village Gurha Baildaran km 423500 to km 468100,NHAI,"Multi-States (Jammu and Kashmir, Punjab)",87.3,58.360326147660004,16.792751033173133,104.45964432284546,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619066 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
420,619078,Six Laning of Bihar - Jharkhand Border Chordaha - Gorhar section of NH-2 from km 249.525 to km 320.810,NHAI,"Multi-States (Bihar, Jharkhand)",78.0,71.96705590342415,12.563270716985416,217.6583710407237,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619078 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
421,709838,Commercial Polymer Flooding Project in Bechraji field,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,50.0,45.13196009011908,11.98509816543279,85.0260869565218,55,HIGH,['Predicted completion is significantly later than planned.'],Project 709838 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
422,618456,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000 [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],National Highways Authority of India [NHAI],Rajasthan,99.8,87.16665922186985,19.611676419350523,150.1369863013699,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618456 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
423,609736,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South Sikkim",Sikkim University,Sikkim,96.5,92.97586448449341,6.609087435521771,54.28284671532827,55,HIGH,['Predicted completion is significantly later than planned.'],Project 609736 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
424,602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,"Indian Institute of Management, Sirmaur",Himachal Pradesh,98.6,86.5328271891162,11.428040049934934,88.76730103806254,55,HIGH,['Predicted completion is significantly later than planned.'],Project 602099 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
425,602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K","Indian Institute of Management, Jammu",Jammu and Kashmir,96.0,114.02348622125997,15.456710517026442,115.7245632065776,55,HIGH,['Predicted completion is significantly later than planned.'],Project 602098 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
426,605292,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar, Punjab, Phase-I","Indian intitue of Management, Amritsar",Punjab,91.7,84.18937153684935,12.84255404668265,117.2253521126763,55,HIGH,['Predicted completion is significantly later than planned.'],Project 605292 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
427,618436,4-Laning of Jamugurihat to end of Biswanath Chariali By-Pass from Km 182.000 to Km 208.000 of NH-52 on EPC mode in state of Assam under SARDP-NE,NHIDCL,Assam,100.0,72.2237061769616,5.1551419031719625,283.6622807017544,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618436 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
428,618434,Roing-Hunli Road Greenfield Alignment Project,NHIDCL,Arunachal Pradesh,82.45,65.36753966914739,7.962021191790941,115.2279260780286,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618434 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
429,618433,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from existing Km122.600 to km138.00 [Design Km108.724 to Km123.714] in Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,NHIDCL,Arunachal Pradesh,99.69,84.60165503813079,6.741305641192029,283.72943327239483,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618433 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
430,619076,Six Laning of Vijayawada Bypass from Chinna Avutapalli to Gollapudi in Vijayawada - Gundugolanu Section from km. 0.00 to km. 30.00 Pkg-III,NHAI,Andhra Pradesh,98.2,64.79155599403,13.992771495788112,179.5260273972601,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619076 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
431,619072,Bangalore/TN border to Hoskote,NHAI,Karnataka,94.89,97.58479452982195,11.210733870421649,88.95212038303713,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619072 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
432,618577,Dwarka Expressway Pkg-III Delhi/HR Border to Start of RoB Gurugram,NHAI,"Multi-States (Delhi, Haryana)",100.0,78.9638552054069,12.55710733935885,278.79616963064296,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618577 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
433,618503,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],NHAI,Gujarat,100.0,108.84975436153341,17.19174306603245,154.16575342465734,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618503 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
434,618501,Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road - Sindhrej Village],National Highways Authority of India [NHAI],Gujarat,100.0,78.96224961479199,10.805331278890607,117.6223744292236,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618501 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
435,618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,NHAI,Andhra Pradesh,95.73,96.74874923000645,12.00925494673897,339.89031078610566,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618526 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
436,618523,Bhadrak KM 136.500 to Baleshwar KM 199.141,NHAI,Odisha,91.32,92.8149454816674,6.4549113855114735,205.39344262295108,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618523 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
437,619099,6L Amritsar-Bathinda Greenfield section from Jn. with Moga Jalandhar road NH-703 near Dharamkot to Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka from km 39.000 to km 93.000 of NH-754A Pkg-2,NHAI,Punjab,66.53,70.4125193602647,17.347463319584598,50.127397260274144,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619099 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
438,400005,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",99.9,99.59989089933264,9.44263856444648,314.91044776119406,55,HIGH,['Predicted completion is significantly later than planned.'],Project 400005 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
439,709752,HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery,Hindustan Petroleum Corporation Limited,Andhra Pradesh,94.0,99.3375,5.013437500000002,94.80179282868504,55,HIGH,['Predicted completion is significantly later than planned.'],Project 709752 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
440,618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,NHAI,"Multi-States (Jharkhand, West Bengal)",100.0,108.62284428892777,8.622844288927764,412.3710407239824,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618533 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
441,400078,New Mundra Panipat Crude Oil Pipeline,Ministry of Petroleum & Natural Gas,"Multi-States (Gujarat, Haryana, Rajasthan)",94.1,82.88336287106779,5.116217323881269,52.15602189781007,55,HIGH,['Predicted completion is significantly later than planned.'],Project 400078 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
442,619318,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km. 0.00 to Km. 37.7 including spur to Kharar with Ludhiana bypass of NH-205K Pkg-1,NHAI,Punjab,15.31,38.96019460738836,3.176790293006793,145.67715458276362,50,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 619318 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
443,617299,50 MW Wind Power Project,NLC India Limited,Gujarat,52.0,86.84347644852022,0.8003855773238431,107.06189555125712,50,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 617299 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
444,617245,Katihar-Kumedpur & Katihar-Mukuria 64.5 km Umbrella work PB57/2019-20/NR,CAO/C-II/NFR NFR mor,"Multi-States (Bihar, West Bengal)",65.0,101.09373673937027,51.45973011966392,0.0,50,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 617245 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
445,615183,KHADIA EXPANSION [10 TO 16 MTP,NCL - CIL,"Multi-States (Madhya Pradesh, Uttar Pradesh)",57.12,77.22456118941567,0.1741005145725964,51.10883856829811,50,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 615183 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
446,709747,Bagodara Solar Power Project,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Gujarat,51.86,109.03197288934727,9.031972889347276,12.656716417910452,50,HIGH,['Expenditure is high compared with physical progress.'],Project 709747 is classified as HIGH risk because expenditure is high relative to the physical progress achieved.
447,612845,Pachora-Jamner with extension upto Malkapur-Narrow gauge to broad gauge 84 km,CAOC/CR CR mor,Maharashtra,10.0,30.828248149970168,58.01129381718479,0.0,50,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 612845 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
